experiment_id,dataset,num_gpus,strategy,model_name,dataset_fraction,batch_size,num_iterations,dim,n_layers,n_heads,total_time_s,training_time_s,dataset_size_bytes,success,error_msg,gpu_0_max_util_%,gpu_0_max_mem_mib,gpu_1_max_util_%,gpu_1_max_mem_mib
204,wiki40b,2,DP,small,0.02,64,512,256,2,16,71.34789276123047,51.1398,10473052983.0,True,,99,7567,100.0,7567.0
205,wiki40b,2,TP,small,0.02,64,512,256,2,16,97.95812058448792,77.1278,10473052983.0,True,,94,10041,91.0,10129.0
206,wiki40b,2,DP,small,0.02,64,1024,256,2,16,121.38052487373352,101.1901,10473052983.0,True,,99,7567,99.0,7567.0
207,wiki40b,2,TP,small,0.02,64,1024,256,2,16,174.286274433136,153.7797,10473052983.0,True,,100,10113,99.0,10057.0
208,wiki40b,2,DP,base,0.02,16,128,512,4,32,34.361255407333374,12.3181,10473052983.0,True,,98,3451,97.0,3451.0
209,wiki40b,2,TP,base,0.02,16,128,512,4,32,44.85866117477417,23.4681,10473052983.0,True,,99,3323,66.0,3371.0
210,wiki40b,2,DP,base,0.02,16,512,512,4,32,67.51659560203552,46.2994,10473052983.0,True,,98,3451,98.0,3451.0
211,wiki40b,2,TP,base,0.02,16,512,512,4,32,108.17634797096252,86.1357,10473052983.0,True,,94,3323,96.0,3379.0
212,wiki40b,2,DP,base,0.02,16,1024,512,4,32,112.865651845932,91.9535,10473052983.0,True,,100,3451,98.0,3451.0
213,wiki40b,2,TP,base,0.02,16,1024,512,4,32,194.38637828826904,172.4173,10473052983.0,True,,94,3323,98.0,3379.0
214,wiki40b,2,DP,base,0.02,32,128,512,4,32,42.50241661071777,20.7311,10473052983.0,True,,99,5655,99.0,5655.0
215,wiki40b,2,TP,base,0.02,32,128,512,4,32,46.47987651824951,23.7446,10473052983.0,True,,99,6045,100.0,6101.0
216,wiki40b,2,DP,base,0.02,32,512,512,4,32,101.32557511329651,80.3437,10473052983.0,True,,99,5655,99.0,5655.0
217,wiki40b,2,TP,base,0.02,32,512,512,4,32,111.52814650535583,88.1472,10473052983.0,True,,99,6045,83.0,6101.0
218,wiki40b,2,DP,base,0.02,32,1024,512,4,32,181.76726412773132,160.3043,10473052983.0,True,,100,5655,99.0,5655.0
219,wiki40b,2,TP,base,0.02,32,1024,512,4,32,194.27666783332825,173.0175,10473052983.0,True,,99,6085,98.0,6061.0
220,wiki40b,2,DP,base,0.02,64,128,512,4,32,59.87351989746094,38.2188,10473052983.0,True,,100,10139,100.0,10139.0
221,wiki40b,2,TP,base,0.02,64,128,512,4,32,58.86087369918823,35.1545,10473052983.0,True,,100,11341,100.0,11469.0
222,wiki40b,2,DP,base,0.02,64,512,512,4,32,172.1280026435852,149.3436,10473052983.0,True,,100,10139,100.0,10139.0
223,wiki40b,2,TP,base,0.02,64,512,512,4,32,157.97545218467712,135.2173,10473052983.0,True,,100,11341,100.0,11469.0
224,wiki40b,2,DP,base,0.02,64,1024,512,4,32,322.296847820282,300.2858,10473052983.0,True,,100,10139,100.0,10139.0
225,wiki40b,2,TP,base,0.02,64,1024,512,4,32,291.53114223480225,268.8538,10473052983.0,True,,100,11341,100.0,11469.0
226,wiki40b,2,DP,large,0.02,16,128,1024,8,64,79.27905082702637,51.7144,10473052983.0,True,,100,7745,100.0,7745.0
227,wiki40b,2,TP,large,0.02,16,128,1024,8,64,67.37757325172424,42.3361,10473052983.0,True,,99,5569,99.0,5669.0
228,wiki40b,2,DP,large,0.02,16,512,1024,8,64,233.21154856681824,206.2642,10473052983.0,True,,100,7745,100.0,7745.0
229,wiki40b,2,TP,large,0.02,16,512,1024,8,64,189.85101103782654,165.1248,10473052983.0,True,,100,5091,99.0,5673.0
230,wiki40b,2,DP,large,0.02,16,1024,1024,8,64,439.1023836135864,410.8175,10473052983.0,True,,100,7745,100.0,7745.0
231,wiki40b,2,TP,large,0.02,16,1024,1024,8,64,349.3991000652313,324.7501,10473052983.0,True,,100,5117,100.0,5585.0
232,wiki40b,2,DP,large,0.02,32,128,1024,8,64,119.21824884414673,91.8283,10473052983.0,True,,100,11695,100.0,11695.0
233,wiki40b,2,TP,large,0.02,32,128,1024,8,64,85.08954668045044,59.6237,10473052983.0,True,,100,8763,100.0,8803.0
234,wiki40b,2,DP,large,0.02,32,512,1024,8,64,396.37794184684753,368.1497,10473052983.0,True,,100,11695,100.0,11695.0
235,wiki40b,2,TP,large,0.02,32,512,1024,8,64,257.7362542152405,232.0438,10473052983.0,True,,100,9773,100.0,9601.0
236,wiki40b,2,DP,large,0.02,32,1024,1024,8,64,762.9858512878418,734.7972,10473052983.0,True,,100,11695,100.0,11695.0
237,wiki40b,2,TP,large,0.02,32,1024,1024,8,64,488.56142568588257,462.7446,10473052983.0,True,,100,8797,100.0,9747.0
238,wiki40b,2,DP,large,0.02,64,128,1024,8,64,205.1905882358551,174.1264,10473052983.0,True,,100,20269,100.0,20269.0
239,wiki40b,2,TP,large,0.02,64,128,1024,8,64,140.07144403457642,113.2817,10473052983.0,True,,100,18211,100.0,17309.0
240,wiki40b,2,DP,large,0.02,64,512,1024,8,64,726.8492300510406,698.8676,10473052983.0,True,,100,20269,100.0,20269.0
241,wiki40b,2,TP,large,0.02,64,512,1024,8,64,476.0012102127075,449.0158,10473052983.0,True,,100,18313,100.0,17311.0
242,wiki40b,2,DP,large,0.02,64,1024,1024,8,64,1425.7022335529327,1397.8168,10473052983.0,True,,100,20269,100.0,20269.0
243,wiki40b,2,TP,large,0.02,64,1024,1024,8,64,922.4610481262207,896.1868,10473052983.0,True,,100,17299,100.0,18195.0
244,tinystories,1,SingleGPU,small,0.3,16,128,256,2,16,321.5126497745514,4.0665,1930726793.0,True,,97,2231,,
245,tinystories,1,SingleGPU,small,0.3,16,512,256,2,16,22.70748543739319,14.0751,1930726793.0,True,,97,2231,,
246,tinystories,1,SingleGPU,small,0.3,16,1024,256,2,16,36.09059143066406,27.4502,1930726793.0,True,,97,2231,,
247,tinystories,1,SingleGPU,small,0.3,32,128,256,2,16,15.342332601547241,6.7313,1930726793.0,True,,99,3967,,
248,tinystories,1,SingleGPU,small,0.3,32,512,256,2,16,33.20410656929016,24.846,1930726793.0,True,,99,3967,,
249,tinystories,1,SingleGPU,small,0.3,32,1024,256,2,16,57.54533863067627,49.1763,1930726793.0,True,,99,3967,,
250,tinystories,1,SingleGPU,small,0.3,64,128,256,2,16,21.20110321044922,12.3639,1930726793.0,True,,100,7307,,
251,tinystories,1,SingleGPU,small,0.3,64,512,256,2,16,55.75200939178467,47.5037,1930726793.0,True,,100,7307,,
252,tinystories,1,SingleGPU,small,0.3,64,1024,256,2,16,103.06368494033813,94.3647,1930726793.0,True,,100,7307,,
253,tinystories,1,SingleGPU,base,0.3,16,128,512,4,32,19.523444652557373,10.1644,1930726793.0,True,,100,3043,,
254,tinystories,1,SingleGPU,base,0.3,16,512,512,4,32,47.675639152526855,38.9085,1930726793.0,True,,100,3043,,
255,tinystories,1,SingleGPU,base,0.3,16,1024,512,4,32,86.80667448043823,77.721,1930726793.0,True,,100,3043,,
256,tinystories,1,SingleGPU,base,0.3,32,128,512,4,32,28.08035945892334,18.4387,1930726793.0,True,,100,5195,,
257,tinystories,1,SingleGPU,base,0.3,32,512,512,4,32,81.76788902282715,72.7924,1930726793.0,True,,100,5195,,
258,tinystories,1,SingleGPU,base,0.3,32,1024,512,4,32,153.84172320365906,144.1671,1930726793.0,True,,100,5195,,
259,tinystories,1,SingleGPU,base,0.3,64,128,512,4,32,45.10811710357666,35.5207,1930726793.0,True,,100,9651,,
260,tinystories,1,SingleGPU,base,0.3,64,512,512,4,32,150.23479986190796,141.0364,1930726793.0,True,,100,9651,,
261,tinystories,1,SingleGPU,base,0.3,64,1024,512,4,32,291.57289576530457,282.3411,1930726793.0,True,,100,9651,,
262,tinystories,1,SingleGPU,large,0.3,16,128,1024,8,64,54.74702835083008,43.5422,1930726793.0,True,,100,7053,,
263,tinystories,1,SingleGPU,large,0.3,16,512,1024,8,64,184.46116375923157,173.1671,1930726793.0,True,,100,7053,,
264,tinystories,1,SingleGPU,large,0.3,16,1024,1024,8,64,356.7493166923523,345.2472,1930726793.0,True,,100,7053,,
265,tinystories,1,SingleGPU,large,0.3,32,128,1024,8,64,94.1018636226654,82.5456,1930726793.0,True,,100,10839,,
266,tinystories,1,SingleGPU,large,0.3,32,512,1024,8,64,343.5535123348236,332.2765,1930726793.0,True,,100,10839,,
267,tinystories,1,SingleGPU,large,0.3,32,1024,1024,8,64,672.4603083133698,661.1985,1930726793.0,True,,100,10839,,
268,tinystories,1,SingleGPU,large,0.3,64,128,1024,8,64,175.13905954360962,164.0753,1930726793.0,True,,100,18407,,
269,tinystories,1,SingleGPU,large,0.3,64,512,1024,8,64,668.0766179561615,656.5797,1930726793.0,True,,100,18407,,
270,tinystories,1,SingleGPU,large,0.3,64,1024,1024,8,64,1326.2316601276398,1313.8252,1930726793.0,True,,100,18407,,
271,tinystories,2,DP,small,0.3,16,128,256,2,16,633.4225764274597,7.4598,1930726793.0,True,,100,2491,93.0,2491.0
272,tinystories,2,TP,small,0.3,16,128,256,2,16,636.3326554298401,15.7819,1930726793.0,True,,100,2959,88.0,2955.0
273,tinystories,2,DP,small,0.3,16,512,256,2,16,43.84680247306824,18.2177,1930726793.0,True,,100,2491,93.0,2491.0
274,tinystories,2,TP,small,0.3,16,512,256,2,16,63.84710621833801,48.0127,1930726793.0,True,,94,2939,86.0,2955.0
275,tinystories,2,DP,small,0.3,16,1024,256,2,16,50.58166027069092,34.7026,1930726793.0,True,,100,2491,93.0,2491.0
276,tinystories,2,TP,small,0.3,16,1024,256,2,16,111.48261713981628,95.2455,1930726793.0,True,,97,2939,79.0,2975.0
277,tinystories,2,DP,small,0.3,32,128,256,2,16,24.14638090133667,8.1605,1930726793.0,True,,97,4207,97.0,4207.0
278,tinystories,2,TP,small,0.3,32,128,256,2,16,29.17894458770752,13.403,1930726793.0,True,,91,5301,80.0,5357.0
279,tinystories,2,DP,small,0.3,32,512,256,2,16,44.9163818359375,28.5086,1930726793.0,True,,97,4207,97.0,4207.0
280,tinystories,2,TP,small,0.3,32,512,256,2,16,65.84019064903259,49.746,1930726793.0,True,,100,5341,97.0,5317.0
281,tinystories,2,DP,small,0.3,32,1024,256,2,16,72.31197047233582,55.977,1930726793.0,True,,97,4207,97.0,4207.0
282,tinystories,2,TP,small,0.3,32,1024,256,2,16,114.07593083381653,97.1069,1930726793.0,True,,96,5341,98.0,5317.0
283,tinystories,2,DP,small,0.3,64,128,256,2,16,29.950357913970947,13.7105,1930726793.0,True,,99,7567,99.0,7567.0
284,tinystories,2,TP,small,0.3,64,128,256,2,16,36.4695987701416,20.5023,1930726793.0,True,,90,10041,90.0,10129.0
285,tinystories,2,DP,small,0.3,64,512,256,2,16,68.65896892547607,51.1685,1930726793.0,True,,99,7567,99.0,7567.0
286,tinystories,2,TP,small,0.3,64,512,256,2,16,103.12166237831116,86.6004,1930726793.0,True,,100,10061,91.0,10057.0
287,tinystories,2,DP,small,0.3,64,1024,256,2,16,117.11850142478943,101.2242,1930726793.0,True,,99,7567,99.0,7567.0
288,tinystories,2,TP,small,0.3,64,1024,256,2,16,169.83654236793518,152.5248,1930726793.0,True,,99,10041,92.0,10129.0
289,tinystories,2,DP,base,0.3,16,128,512,4,32,30.060431957244873,12.4193,1930726793.0,True,,97,3451,97.0,3451.0
290,tinystories,2,TP,base,0.3,16,128,512,4,32,40.1929247379303,22.9866,1930726793.0,True,,98,3323,65.0,3367.0
291,tinystories,2,DP,base,0.3,16,512,512,4,32,63.27901887893677,46.2076,1930726793.0,True,,98,3451,98.0,3451.0
292,tinystories,2,TP,base,0.3,16,512,512,4,32,104.11641120910645,86.6804,1930726793.0,True,,66,3323,98.0,3379.0
293,tinystories,2,DP,base,0.3,16,1024,512,4,32,108.91172242164612,91.2201,1930726793.0,True,,98,3451,98.0,3451.0
294,tinystories,2,TP,base,0.3,16,1024,512,4,32,188.30933213233948,170.942,1930726793.0,True,,99,3355,90.0,3339.0
295,tinystories,2,DP,base,0.3,32,128,512,4,32,38.11378192901611,21.4324,1930726793.0,True,,100,5655,99.0,5655.0
296,tinystories,2,TP,base,0.3,32,128,512,4,32,39.466893672943115,23.0501,1930726793.0,True,,99,6013,81.0,6101.0
297,tinystories,2,DP,base,0.3,32,512,512,4,32,97.7038471698761,79.9382,1930726793.0,True,,99,5655,100.0,5655.0
298,tinystories,2,TP,base,0.3,32,512,512,4,32,104.39420962333679,86.7298,1930726793.0,True,,82,6045,99.0,6101.0
299,tinystories,2,DP,base,0.3,32,1024,512,4,32,176.73613810539246,159.7241,1930726793.0,True,,99,5655,99.0,5655.0
300,tinystories,2,TP,base,0.3,32,1024,512,4,32,190.3237087726593,172.1419,1930726793.0,True,,99,6045,99.0,6101.0
301,tinystories,2,DP,base,0.3,64,128,512,4,32,55.49416756629944,38.1224,1930726793.0,True,,100,10139,100.0,10139.0
302,tinystories,2,TP,base,0.3,64,128,512,4,32,52.59387969970703,34.9536,1930726793.0,True,,100,11341,100.0,11469.0
303,tinystories,2,DP,base,0.3,64,512,512,4,32,167.56314730644226,149.9038,1930726793.0,True,,100,10139,100.0,10139.0
304,tinystories,2,TP,base,0.3,64,512,512,4,32,152.96445441246033,135.1766,1930726793.0,True,,100,11341,100.0,11469.0
305,tinystories,2,DP,base,0.3,64,1024,512,4,32,316.2112019062042,299.242,1930726793.0,True,,100,10139,100.0,10139.0
306,tinystories,2,TP,base,0.3,64,1024,512,4,32,287.629075050354,269.2851,1930726793.0,True,,100,11453,100.0,11357.0
307,tinystories,2,DP,large,0.3,16,128,1024,8,64,74.73339247703552,51.9206,1930726793.0,True,,100,7745,100.0,7745.0
308,tinystories,2,TP,large,0.3,16,128,1024,8,64,63.21255373954773,42.3957,1930726793.0,True,,99,5117,99.0,5623.0
309,tinystories,2,DP,large,0.3,16,512,1024,8,64,227.94206523895264,205.252,1930726793.0,True,,100,7745,100.0,7745.0
310,tinystories,2,TP,large,0.3,16,512,1024,8,64,182.0139720439911,161.166,1930726793.0,True,,99,5569,99.0,5127.0
311,tinystories,2,DP,large,0.3,16,1024,1024,8,64,434.1843583583832,410.3304,1930726793.0,True,,100,7745,100.0,7745.0
312,tinystories,2,TP,large,0.3,16,1024,1024,8,64,346.7066173553467,326.0535,1930726793.0,True,,100,5129,99.0,5623.0
313,tinystories,2,DP,large,0.3,32,128,1024,8,64,114.91142129898071,91.5949,1930726793.0,True,,100,11695,100.0,11695.0
314,tinystories,2,TP,large,0.3,32,128,1024,8,64,81.20219016075134,59.3033,1930726793.0,True,,100,8801,100.0,8765.0
315,tinystories,2,DP,large,0.3,32,512,1024,8,64,392.37391448020935,368.5256,1930726793.0,True,,100,11695,100.0,11695.0
316,tinystories,2,TP,large,0.3,32,512,1024,8,64,253.47916197776794,232.3782,1930726793.0,True,,100,9735,100.0,8817.0
317,tinystories,2,DP,large,0.3,32,1024,1024,8,64,757.8255796432495,734.6702,1930726793.0,True,,100,11695,100.0,11695.0
318,tinystories,2,TP,large,0.3,32,1024,1024,8,64,484.3116946220398,462.4859,1930726793.0,True,,100,8835,100.0,8789.0
319,tinystories,2,DP,large,0.3,64,128,1024,8,64,198.92468285560608,174.2983,1930726793.0,True,,100,20269,100.0,20269.0
320,tinystories,2,TP,large,0.3,64,128,1024,8,64,135.69292330741882,113.995,1930726793.0,True,,100,17295,100.0,17323.0
321,tinystories,2,DP,large,0.3,64,512,1024,8,64,722.3422281742096,698.4109,1930726793.0,True,,100,20269,100.0,20269.0
322,tinystories,2,TP,large,0.3,64,512,1024,8,64,472.45260214805603,450.7621,1930726793.0,True,,100,17229,100.0,17189.0
323,tinystories,2,DP,large,0.3,64,1024,1024,8,64,1420.2004599571228,1396.5461,1930726793.0,True,,100,20269,100.0,20269.0
324,tinystories,2,TP,large,0.3,64,1024,1024,8,64,918.9158520698547,897.3613,1930726793.0,True,,100,17207,100.0,17311.0
325,multi_news,1,SingleGPU,small,0.7,16,128,256,2,16,18.977331161499023,4.8642,696696821,True,,97,2231,,
326,multi_news,1,SingleGPU,small,0.7,16,512,256,2,16,21.8148992061615,14.0344,696696821,True,,97,2231,,
327,multi_news,1,SingleGPU,small,0.7,16,1024,256,2,16,35.12112307548523,27.437,696696821,True,,97,2231,,
328,multi_news,1,SingleGPU,small,0.7,32,128,256,2,16,183.19041323661804,6.6338,696696821,True,,99,3967,,
329,multi_news,1,SingleGPU,small,0.7,32,512,256,2,16,194.2642798423767,24.8055,696696821,True,,99,3967,,
330,multi_news,1,SingleGPU,small,0.7,32,1024,256,2,16,217.7664942741394,49.1293,696696821,True,,99,3967,,
331,multi_news,1,SingleGPU,small,0.7,64,128,256,2,16,181.31561517715454,12.1733,696696821,True,,100,7307,,
332,multi_news,1,SingleGPU,small,0.7,64,512,256,2,16,217.13034915924072,47.2783,696696821,True,,100,7307,,
333,multi_news,1,SingleGPU,small,0.7,64,1024,256,2,16,263.4052278995514,93.8495,696696821,True,,100,7307,,
334,multi_news,1,SingleGPU,base,0.7,16,128,512,4,32,178.17822122573853,10.1137,696696821,True,,100,3043,,
335,multi_news,1,SingleGPU,base,0.7,16,512,512,4,32,207.63607573509216,38.6939,696696821,True,,100,3043,,
336,multi_news,1,SingleGPU,base,0.7,16,1024,512,4,32,245.65974926948547,76.7456,696696821,True,,100,3043,,
337,multi_news,1,SingleGPU,base,0.7,32,128,512,4,32,187.16932916641235,18.6744,696696821,True,,100,5195,,
338,multi_news,1,SingleGPU,base,0.7,32,512,512,4,32,240.57823705673218,72.167,696696821,True,,100,5195,,
339,multi_news,1,SingleGPU,base,0.7,32,1024,512,4,32,312.90694212913513,144.4334,696696821,True,,100,5195,,
340,multi_news,1,SingleGPU,base,0.7,64,128,512,4,32,204.01269698143005,35.1357,696696821,True,,100,9651,,
341,multi_news,1,SingleGPU,base,0.7,64,512,512,4,32,308.8100929260254,140.1869,696696821,True,,100,11651,,
342,multi_news,1,SingleGPU,base,0.7,64,1024,512,4,32,450.71730184555054,281.7898,696696821,True,,100,11651,,
343,multi_news,1,SingleGPU,large,0.7,16,128,1024,8,64,213.71425819396973,42.9878,696696821,True,,100,7053,,
344,multi_news,1,SingleGPU,large,0.7,16,512,1024,8,64,344.1753799915314,172.2292,696696821,True,,100,7053,,
345,multi_news,1,SingleGPU,large,0.7,16,1024,1024,8,64,519.8958766460419,347.1272,696696821,True,,100,7053,,
346,multi_news,1,SingleGPU,large,0.7,32,128,1024,8,64,254.19142985343933,81.9473,696696821,True,,100,10839,,
347,multi_news,1,SingleGPU,large,0.7,32,512,1024,8,64,500.45345735549927,329.3858,696696821,True,,100,10839,,
348,multi_news,1,SingleGPU,large,0.7,32,1024,1024,8,64,836.4166450500488,663.4639,696696821,True,,100,11839,,
349,multi_news,1,SingleGPU,large,0.7,64,128,1024,8,64,335.88114643096924,162.9651,696696821,True,,100,18407,,
350,multi_news,1,SingleGPU,large,0.7,64,512,1024,8,64,829.4102480954742,657.3592,696696821,True,,100,20407,,
351,multi_news,1,SingleGPU,large,0.7,64,1024,1024,8,64,1487.457427740097,1314.3063,696696821,True,,100,20407,,
352,multi_news,2,DP,small,0.7,16,128,256,2,16,358.1949372291565,5.3259,696696821,True,,100,2491,100.0,2491.0
353,multi_news,2,TP,small,0.7,16,128,256,2,16,363.85145449638367,13.2395,696696821,True,,52,2939,95.0,2975.0
354,multi_news,2,DP,small,0.7,16,512,256,2,16,359.6112217903137,17.7784,696696821,True,,93,2491,97.0,2491.0
355,multi_news,2,TP,small,0.7,16,512,256,2,16,397.0914189815521,49.3215,696696821,True,,100,2959,92.0,2955.0
356,multi_news,2,DP,small,0.7,16,1024,256,2,16,377.6138689517975,34.2232,696696821,True,,93,2491,93.0,2491.0
357,multi_news,2,TP,small,0.7,16,1024,256,2,16,443.99024176597595,96.6108,696696821,True,,100,2959,93.0,2955.0
358,multi_news,2,DP,small,0.7,32,128,256,2,16,349.0628352165222,7.9825,696696821,True,,97,4207,100.0,4207.0
359,multi_news,2,TP,small,0.7,32,128,256,2,16,362.80098962783813,13.3233,696696821,True,,79,5301,97.0,5357.0
360,multi_news,2,DP,small,0.7,32,512,256,2,16,372.0395677089691,28.3435,696696821,True,,97,4207,100.0,4207.0
361,multi_news,2,TP,small,0.7,32,512,256,2,16,397.01410126686096,48.1347,696696821,True,,86,5301,95.0,5357.0
362,multi_news,2,DP,small,0.7,32,1024,256,2,16,397.7595639228821,56.9429,696696821,True,,100,4207,97.0,4207.0
363,multi_news,2,TP,small,0.7,32,1024,256,2,16,443.3847727775574,95.9974,696696821,True,,95,5341,94.0,5317.0
364,multi_news,2,DP,small,0.7,64,128,256,2,16,356.0602960586548,13.7781,696696821,True,,99,7567,99.0,7567.0
365,multi_news,2,TP,small,0.7,64,128,256,2,16,369.05523705482483,20.3598,696696821,True,,91,10113,90.0,10057.0
366,multi_news,2,DP,small,0.7,64,512,256,2,16,394.02452754974365,51.4264,696696821,True,,99,7567,99.0,7567.0
367,multi_news,2,TP,small,0.7,64,512,256,2,16,424.72911739349365,78.1911,696696821,True,,91,10113,91.0,10057.0
368,multi_news,2,DP,small,0.7,64,1024,256,2,16,444.34627962112427,101.944,696696821,True,,100,7567,99.0,7567.0
369,multi_news,2,TP,small,0.7,64,1024,256,2,16,501.22333312034607,152.2825,696696821,True,,95,10041,91.0,10129.0
370,multi_news,2,DP,base,0.7,16,128,512,4,32,355.08336544036865,12.3053,696696821,True,,97,3451,97.0,3451.0
371,multi_news,2,TP,base,0.7,16,128,512,4,32,373.5221140384674,22.8439,696696821,True,,95,3323,86.0,3379.0
372,multi_news,2,DP,base,0.7,16,512,512,4,32,389.4894185066223,45.9231,696696821,True,,98,3451,98.0,3451.0
373,multi_news,2,TP,base,0.7,16,512,512,4,32,436.94932198524475,86.1562,696696821,True,,99,3363,59.0,3339.0
374,multi_news,2,DP,base,0.7,16,1024,512,4,32,436.1102431363678,90.8479,696696821,True,,98,3451,98.0,3451.0
375,multi_news,2,TP,base,0.7,16,1024,512,4,32,521.3122987747192,170.8896,696696821,True,,99,3323,96.0,3379.0
376,multi_news,2,DP,base,0.7,32,128,512,4,32,364.37729501724243,20.9449,696696821,True,,100,5655,99.0,5655.0
377,multi_news,2,TP,base,0.7,32,128,512,4,32,372.6453285217285,23.8118,696696821,True,,98,6085,98.0,6061.0
378,multi_news,2,DP,base,0.7,32,512,512,4,32,423.3648190498352,79.9645,696696821,True,,99,5657,99.0,5657.0
379,multi_news,2,TP,base,0.7,32,512,512,4,32,435.0000503063202,85.9784,696696821,True,,97,6045,100.0,6069.0
380,multi_news,2,DP,base,0.7,32,1024,512,4,32,504.2376103401184,159.6505,696696821,True,,99,5657,99.0,5657.0
381,multi_news,2,TP,base,0.7,32,1024,512,4,32,523.4352498054504,172.1862,696696821,True,,99,6089,99.0,6029.0
382,multi_news,2,DP,base,0.7,64,128,512,4,32,383.8710150718689,37.822,696696821,True,,100,10139,100.0,10139.0
383,multi_news,2,TP,base,0.7,64,128,512,4,32,385.99801754951477,34.8603,696696821,True,,100,11341,100.0,11469.0
384,multi_news,2,DP,base,0.7,64,512,512,4,32,493.55300664901733,149.8556,696696821,True,,100,10139,100.0,10139.0
385,multi_news,2,TP,base,0.7,64,512,512,4,32,486.2621946334839,134.8904,696696821,True,,100,11341,100.0,11469.0
386,multi_news,2,DP,base,0.7,64,1024,512,4,32,643.9004986286163,298.7468,696696821,True,,100,10139,100.0,10139.0
387,multi_news,2,TP,base,0.7,64,1024,512,4,32,620.4347324371338,272.9726,696696821,True,,100,11453,100.0,11357.0
388,multi_news,2,DP,large,0.7,16,128,1024,8,64,402.4363212585449,51.2088,696696821,True,,100,7745,100.0,7745.0
389,multi_news,2,TP,large,0.7,16,128,1024,8,64,398.84436225891113,42.7851,696696821,True,,99,5125,99.0,5585.0
390,multi_news,2,DP,large,0.7,16,512,1024,8,64,554.8038437366486,204.9052,696696821,True,,100,7745,100.0,7745.0
391,multi_news,2,TP,large,0.7,16,512,1024,8,64,518.3357534408569,161.5606,696696821,True,,99,5587,100.0,5191.0
392,multi_news,2,DP,large,0.7,16,1024,1024,8,64,759.7697625160217,409.0821,696696821,True,,100,7745,100.0,7745.0
393,multi_news,2,TP,large,0.7,16,1024,1024,8,64,681.9199945926666,325.7022,696696821,True,,100,5569,92.0,5121.0
394,multi_news,2,DP,large,0.7,32,128,1024,8,64,443.34608244895935,91.3167,696696821,True,,100,11695,100.0,11695.0
395,multi_news,2,TP,large,0.7,32,128,1024,8,64,414.90271282196045,60.5659,696696821,True,,100,8837,100.0,8769.0
396,multi_news,2,DP,large,0.7,32,512,1024,8,64,717.9357466697693,366.5986,696696821,True,,100,12695,100.0,12695.0
397,multi_news,2,TP,large,0.7,32,512,1024,8,64,587.6410551071167,233.603,696696821,True,,100,8817,100.0,8779.0
398,multi_news,2,DP,large,0.7,32,1024,1024,8,64,1081.4134719371796,731.7692,696696821,True,,100,12695,100.0,12695.0
399,multi_news,2,TP,large,0.7,32,1024,1024,8,64,816.9832193851471,466.3471,696696821,True,,100,8803,100.0,9285.0
400,multi_news,2,DP,large,0.7,64,128,1024,8,64,524.6548991203308,175.4438,696696821,True,,100,20269,100.0,20269.0
401,multi_news,2,TP,large,0.7,64,128,1024,8,64,466.2489974498749,112.7261,696696821,True,,100,17295,100.0,17195.0
402,multi_news,2,DP,large,0.7,64,512,1024,8,64,1052.015156030655,699.4478,696696821,True,,100,22269,100.0,22269.0
403,multi_news,2,TP,large,0.7,64,512,1024,8,64,806.6483905315399,450.3238,696696821,True,,100,17177,100.0,17311.0
404,multi_news,2,DP,large,0.7,64,1024,1024,8,64,1754.4095418453217,1396.946,696696821,True,,100,22269,100.0,22269.0
405,multi_news,2,TP,large,0.7,64,1024,1024,8,64,1251.2633652687073,896.4783,696696821,True,,100,17291,100.0,17231.0
